ITM Prob.,CallIV,CallDelta,CallOI,CallLTP,StrikePrice,PutLTP,PutOI,PutDelta,PutIV,ITM Prob.
100,145.82,96.02,"25,950",1072.95,24100,0.25,"4,274,925",-0.22,89.39,0
100,136.24,96.28,"8,400",1021.55,24150,0.3,"2,021,025",-0.27,86.99,0
100,126.18,96.63,"33,825",970.05,24200,0.2,"5,731,350",-0.2,79.88,0
100,128.56,95.55,"15,150",922.95,24250,0.25,"1,663,725",-0.25,77.65,0
100,127.23,94.77,"35,550",874.9,24300,0.35,"4,963,050",-0.35,76.24,0
100,74.5,99.53,"15,825",813.3,24350,0.35,"2,538,450",-0.37,72.19,0
100,113.33,94.6,"106,950",774,24400,0.35,"6,234,450",-0.39,68.13,0
100,105.22,94.68,"88,050",723,24450,0.35,"3,268,650",-0.41,64.05,0
100,75.94,98.09,"712,800",665.1,24500,0.35,"14,215,650",-0.44,59.96,0
100,95.72,93.61,"128,100",624.3,24550,0.4,"3,930,600",-0.52,56.67,0
100,69.45,97.26,"698,550",565.95,24600,0.45,"12,481,650",-0.61,53.19,0
100,70.34,95.79,"545,325",518,24650,0.45,"6,899,250",-0.66,48.94,0
99.9,59.09,96.8,"1,692,525",466,24700,0.5,"12,615,900",-0.78,45.22,0
99.9,55.18,96.14,"765,300",416.5,24750,0.55,"7,109,775",-0.92,41.34,0
99.9,45.51,97,"1,376,850",365.1,24800,0.6,"10,393,275",-1.1,37.31,0
99.8,42.25,95.95,"1,188,975",315.8,24850,0.7,"7,352,100",-1.39,33.47,0.1
99.2,37.83,94.9,"1,494,450",266.3,24900,0.9,"12,800,775",-1.92,29.87,0.7
97.6,32.48,93.83,"974,775",216.55,24950,1.1,"10,079,550",-2.62,25.77,2.3
93.5,28.11,91.31,"4,870,125",167.65,25000,1.55,"21,489,825",-4.07,21.93,6.4
85.3,22.14,88.41,"3,564,675",118.2,25050,2.55,"18,281,925",-7.33,18.22,14.7
72,18.16,79.14,"14,904,450",72,25100,6.3,"38,812,875",-17.42,15.7,27.9
54.7,16.24,57.38,"28,283,625",34.6,25150,18.3,"29,696,775",-41.57,14.16,45.2
36.5,16.45,29.94,"48,001,500",13.35,25200,47.2,"14,448,000",-72.95,14.17,63.4
20.9,17.44,12.22,"29,467,875",4.5,25250,89,"3,231,000",-92.99,13.78,79
10.2,19.67,5.23,"20,441,175",1.85,25300,135.2,"2,132,175",0,0,89.7
4.1,23.15,3,"10,724,250",1.15,25350,185.8,"300,150",0,0,95.8
1.4,26.62,1.92,"14,034,975",0.8,25400,236.2,"319,275",0,0,98.5
0.4,30.41,1.42,"5,703,450",0.65,25450,286.3,"51,600",0,0,99.5
0,34.14,1.1,"15,981,525",0.55,25500,335,"200,025",0,0,99.9
0,38.01,0.92,"4,342,725",0.5,25550,387.4,"10,350",-99.51,34.71,99.9
0,41.14,0.7,"10,086,750",0.4,25600,435.7,"43,125",0,0,99.9
0,45.22,0.64,"3,890,850",0.4,25650,471.8,"4,725",0,0,99.9
0,47.73,0.47,"9,399,300",0.3,25700,536,"25,725",0,0,100
0,51.63,0.44,"2,852,625",0.3,25750,572.5,"4,050",0,0,100
0,54.45,0.35,"6,568,500",0.25,25800,628.55,"16,950",0,0,100
0,59.32,0.38,"1,675,800",0.3,25850,681.05,"1,950",0,0,100
0,63.11,0.36,"4,225,425",0.3,25900,739.65,"2,850",-98.06,81.91,100
0,65.67,0.3,"1,873,575",0.25,25950,851.6,675,-83.91,180.03,100
0,69.36,0.28,"10,251,900",0.25,26000,825.3,"31,950",0,0,100
0,73.02,0.27,"696,675",0.25,26050,888.3,"1,125",-99.08,86.1,100
0,76.65,0.26,"2,366,025",0.25,26100,992.1,"1,725",-86.55,191.71,100
0,81.69,0.29,"958,875",0.3,26150,1045.15,450,-86.51,201.87,100
0,82.13,0.2,"1,626,975",0.2,26200,1033.55,"1,500",0,0,100
0,85.64,0.19,"568,650",0.2,26250,1130,675,-89.3,197.5,100
0,90.98,0.22,"1,093,125",0.25,26300,1142.65,150,-97.43,132.6,100
0,90.29,0.14,"522,000",0.15,26350,1624.4,450,-68.29,521.17,100
0,98.02,0.2,"1,331,700",0.25,26400,1272.6,375,-91.18,206.1,100
0,97.04,0.13,"770,100",0.15,26450,1384.4,750,-84.36,283.77,100
0,100.38,0.12,"2,666,475",0.15,26500,1339,"3,975",-99.02,129.83,100
0,106.32,0.15,"177,750",0.2,26550,-,-,-,-,-
0,109.7,0.15,"355,425",0.2,26600,1580,0,-81.85,347.67,100
0,115.32,0.18,"145,950",0.25,26650,1536.95,225,-90.21,256.65,100
0,113.63,0.11,"249,900",0.15,26700,1551.25,0,-95.87,198.9,100
0,116.9,0.11,"89,550",0.15,26750,1596.95,150,-96.89,191.15,100
0,120.16,0.11,"266,100",0.15,26800,-,-,-,-,-
0,126.42,0.13,"73,425",0.2,26850,1706.7,75,-95.12,227.73,100
0,126.64,0.1,"122,250",0.15,26900,-,-,-,-,-
0,129.86,0.1,"83,250",0.15,26950,-,-,-,-,-
0,133.07,0.1,"1,966,500",0.15,27000,1825.3,"4,875",0,0,100
0,136.27,0.09,"104,700",0.15,27050,2189.7,150,-76.79,546.35,100
0,135.08,0.06,"243,225",0.1,27100,-,-,-,-,-
0,138.17,0.06,"1,326,975",0.1,27150,-,-,-,-,-
